Region,District,License-Number,Facility-Name,Facility-Type,Facility-Address-1,Facility-Address-2,Facility-Address-3,Max-Number-of-Children,Max-Number-of-Infants,Max-Number-of-Preschool-Aged-Children,Max-Number-of-School-Age-Children,Language-of-Service,Operator-Id,Designated-Facility
Region 1 - Moncton,Anglophone East School District,2012579,Greater Moncton School Of Discovery Afterschool,Part-time Centre,"172 West Lane, Moncton",NB,E1C 6V2,45,0,0,45,English,236939,0
Region 4 - Bathurst,District scolaire francophone Nord-Est,2012591,Garderie Jade,Full-time Centre,"225 Pointe-Brulée Rue, Pointe-Brûlée",NB,E8S 2V9,43,6,37,0,French,237067,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2012592,Halte scolaire Jade,Part-time Centre,"225 Pointe-Brulée Rue, Pointe-Brûlée",NB,E8S 2V9,25,0,0,25,French,237067,0
Region 1 - Moncton,District scolaire francophone Sud,2012597,Garderie ABC Daycare,Full-time Centre,"210 Mill Road, Moncton",NB,E1A 4B1,44,0,44,0,French,237345,1
Region 1 - Moncton,District scolaire francophone Sud,2012598,ABC Plus,Full-time Centre,"210 Mill Road, Moncton",NB,E1A 4B1,58,0,0,58,French,237345,0
Region 1 - Moncton,District scolaire francophone Sud,2012600,Garderie ABC Deux,Part-time Centre,"82 Drummond Street, Moncton",NB,E1A 2Z2,18,0,0,18,French,237345,0
Region 4 - Bathurst,Anglophone West School District,2012637,Madi's Friends 2 (2022),Part-time Centre,"335 Chapel Rue, Grand-Sault/Grand Falls",NB,E3Z 2M5,51,0,0,51,English,236902,0
Region 2 - Saint John,Anglophone South School District,2012758,GRAND BAY TREASURED ADVENTURES,Part-time Centre,"77 Woolastook Drive, Grand Bay-Westfield",NB,E5K 1S3,60,0,0,60,English,236826,0
Region 2 - Saint John,Anglophone South School District,2012840,POLKADOTS THE KIDS SPOT,Full-time Centre,"15 Marr Road, Rothesay",NB,E2E 2R5,60,9,51,0,English,236858,1
Region 2 - Saint John,Anglophone South School District,2012841,POLKADOTS THE KIDS SPOT PRESCHOOL AND AFTERSCHOOL,Full-time Centre,"15 Marr Road, Rothesay",NB,E2E 2R5,60,0,30,60,English,236858,1
Region 2 - Saint John,Anglophone South School District,2012854,YMCA - Prince Charles - ASP,Part-time Centre,"319 Union Street, Saint John",NB,E2L 1B3,23,0,0,23,English,202715,0
Region 1 - Moncton,Anglophone East School District,2013016,Wee College Corner,Full-time Centre,"10 Evergreen Drive, Moncton",NB,E1G 1N1,60,9,51,0,English,236880,1
Region 1 - Moncton,Anglophone East School District,2013017,Wee College Corner Youth,Part-time Centre,"10 Evergreen Drive, Moncton",NB,E1G 1N1,24,0,0,24,English,236880,0
Region 1 - Moncton,District scolaire francophone Sud,2013055,Le Pavillon du Sommet,Part-time Centre,"701 Ryan Street, Moncton",NB,E1G 5R2,60,0,0,60,French,171245,0
Region 1 - Moncton,District scolaire francophone Sud,2013056,Roche Papier Stylo - Moncton,Full-time Centre,"85 Bonaccord Street, Moncton",NB,E1C 5K8,49,0,35,14,French,236917,1
Region 2 - Saint John,Anglophone South School District,2013132,ORIGINS NLC 132,Full-time Centre,"99 Burpee Avenue, Saint John",NB,E2K 3V9,60,0,40,20,English,236706,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2013177,Garderie d'Allardville,Full-time Centre,"4572 134 Route, Allardville",NB,E8L 1E4,45,0,22,23,French,236698,1
Region 1 - Moncton,District scolaire francophone Sud,2013194,Le Pavillon du Sommet 2,Part-time Centre,"701 Ryan Street, Moncton",NB,E1G 5R2,30,0,0,30,French,171245,0
Region 3 - Fredericton,Anglophone West School District,2013211,Twila's Tots,Home,"106 Jarvis Street, Plaster Rock",NB,E7G 1W1,6,2,3,1,English,237189,1
Region 1 - Moncton,Anglophone East School District,2013223,East Coast Kids Child Care & Learning Center,Full-time Centre,"31 School Lane, Hillsborough",NB,E4H 3B8,57,0,19,38,English,237352,1
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2013228,Garderie chez Cyn,Home,"114 Rang 7 & 8 Chemin, Kedgwick",NB,E8B 1W1,6,2,3,1,French,237069,1
Region 4 - Bathurst,Anglophone North School District,2013229,Kacie's Early Learning Childcare Centre Inc.,Full-time Centre,"4 Chipman Street, Miramichi",NB,E1V 7M6,54,15,39,0,English,236671,1
Region 1 - Moncton,District scolaire francophone Sud,2013257,La Garderie la Sagouine et ses p'tits acadien Inc.,Full-time Centre,"73 Mclaughlin Rue, Bouctouche",NB,E4S 3P3,36,4,15,17,French,236700,1
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2013348,Les p'tits trésors de Steph,Full-time Centre,"160 Desjardins Chemin, DSL de Drummond",NB,E3Y 1V3,60,9,36,15,French,237008,1
Region 2 - Saint John,Anglophone South School District,2013364,ORIGINS NLC 364,Full-time Centre,"99 Burpee Avenue, Saint John",NB,E2K 3V9,60,60,0,0,English,236706,1
Region 2 - Saint John,Anglophone South School District,2013382,Divine Mercy Early Learning Center,Full-time Centre,"30 Douglas Street, Saint John",NB,E2K 0G5,45,0,17,28,English,96815,1
Region 1 - Moncton,Anglophone East School District,2013607,Here We Grow Youth Center,Part-time Centre,"55 Douglas Street, Salisbury",NB,E4J 2B4,60,0,0,60,English,236631,0
Region 1 - Moncton,Anglophone East School District,2013609,Northend Learning Center,Full-time Centre,"96 Gorge Road, Moncton",NB,E1G 1E6,55,9,46,0,English,236841,1
Region 1 - Moncton,Anglophone East School District,2013610,Northend Learning Center 2,Full-time Centre,"96 Gorge Road, Moncton",NB,E1G 1E6,15,0,15,0,English,236841,1
Region 1 - Moncton,Anglophone East School District,2013611,Northend Learning Center 3,Part-time Centre,"96 Gorge Road, Moncton",NB,E1G 1E6,40,0,0,40,English,236841,0
Region 3 - Fredericton,Anglophone West School District,2013626,Get Active After School,Part-time Centre,"180 Main Street, Fredericton",NB,E3A 1C8,60,0,0,60,English,236859,0
Region 1 - Moncton,Anglophone East School District,2013651,Magnetic Hill Academy,Home,"777 Front Mountain Road, Moncton",NB,E1G 3H2,6,2,3,1,English,236989,1
Region 1 - Moncton,District scolaire francophone Sud,2013744,La Boussole II,Full-time Centre,"49 du Collège Rue, Saint-Louis-De-Kent",NB,E4X 1C2,40,0,40,0,French,172787,1
Region 1 - Moncton,District scolaire francophone Sud,2013745,La Boussole III,Full-time Centre,"52 High Rue, Richibucto",NB,E4W 5M8,16,9,7,0,French,172787,1
Region 3 - Fredericton,Anglophone West School District,2013754,Angie's Little Peeps Early Learning and Childcare,Full-time Centre,"115 Maxwell Street, Woodstock",NB,E7M 0B6,60,6,29,25,English,237514,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2013772,L'Écolo-Halte,Part-time Centre,"261 Acadie Rue, Grande-Anse",NB,E8N 1B1,60,0,0,60,French,237455,0
Region 3 - Fredericton,Anglophone West School District,2013785,Gibson-Neill Memorial After School Program,Part-time Centre,"67 Wyngate Drive, Fredericton",NB,E3A 6G1,30,0,0,30,English,236722,0
Region 4 - Bathurst,District scolaire francophone Nord-Est,2013791,Garderie Les Petits Anges,Full-time Centre,"94 Martin Rue, Néguac",NB,E9G 1K9,22,0,20,12,French,237116,1
Region 1 - Moncton,District scolaire francophone Sud,2013875,Montessori Dieppe,Full-time Centre,"299 Champlain Rue, Dieppe",NB,E1A 1P2,56,0,56,0,French,236991,1
Region 3 - Fredericton,Anglophone West School District,2013940,Smiling Faces,Home,"9 Spiro Drive, Fredericton",NB,E3B 9N4,6,2,3,1,English,237193,1
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2013953,Garderie Les P'tits Chatons,Full-time Centre,"424 Principale Rue, Saint-Basile",NB,E7C 1J4,60,15,30,15,French,236884,1
Region 1 - Moncton,District scolaire francophone Sud,2013973,Garderie des P'tits Marins,Full-time Centre,"12 Job Chemin, Grand-Barachois",NB,E4P 7P7,60,6,29,25,French,236808,1
Region 3 - Fredericton,Anglophone West School District,2013978,Riverside Montessori Learning Centre,Full-time Centre,"717 Woodstock Road, Fredericton",NB,E3B 5N8,40,0,35,5,English,236689,1
Region 1 - Moncton,Anglophone East School District,2014015,I-Play Athletic 2,Part-time Centre,"77 Hildegard Drive, Moncton",NB,E1G 0Z6,15,0,0,15,English,237003,0
Region 1 - Moncton,District scolaire francophone Sud,2014016,Centre éducatif l'envol de Dieppe,Full-time Centre,"11 David Ruelle, Dieppe",NB,E1A 0J7,9,0,9,9,French,237197,1
Region 4 - Bathurst,Anglophone North School District,2014027,L'il Critters Early Learning and Care,Full-time Centre,"227 Wellington Street, Miramichi",NB,E1N 1N1,34,0,24,15,English,237198,1
Region 4 - Bathurst,Anglophone North School District,2014043,The Sky is the Limit Early Learning,Home,"34 Warren Avenue, Miramichi",NB,E1N 2J5,6,2,3,1,English,237515,1
Region 4 - Bathurst,Anglophone North School District,2014047,Little Bits Early Learning and Care 2,Full-time Centre,"195 King Street, Miramichi",NB,E1N 2P1,28,0,4,24,English,237106,0
Region 1 - Moncton,Anglophone East School District,2014128,Karen's Learning Center,Home,"91 Queen Mary Road, Moncton",NB,E1A 3P4,9,0,0,9,Bilingual,237024,0
Region 1 - Moncton,Anglophone East School District,2014130,Wee College Trites,Full-time Centre,"1 Trites Road, Riverview",NB,E1B 2V5,36,18,18,0,English,236923,1
Region 1 - Moncton,Anglophone East School District,2014131,Wee College Trites Too,Full-time Centre,"1 Trites Road, Riverview",NB,E1B 2V5,59,0,59,0,English,236923,1
Region 1 - Moncton,Anglophone North School District,2014135,Creating Wonders,Full-time Centre,"203 Main Street, Rexton",NB,E4W 2A9,60,3,35,22,English,237009,1
Region 2 - Saint John,Anglophone South School District,2014152,SCS Shine After School Care,Part-time Centre,"45 Chapman Drive, Sussex",NB,E4E 1M4,58,0,0,58,English,236663,0
Region 1 - Moncton,Anglophone East School District,2014176,The Salvation Army Small Blessings 3 Early Childhood Development Center,Full-time Centre,"20 Centennial Drive, Moncton",NB,E1E 4E4,60,18,42,0,English,236895,1
Region 1 - Moncton,Anglophone East School District,2014177,Wiggles and Giggles Early Learning Center,Full-time Centre,"55 King Street, Sackville",NB,E4L 3G4,43,9,34,0,English,236658,1
Region 3 - Fredericton,Anglophone West School District,2014182,Cindy's Childcare Centre,Home,"1125 655 Route, Waasis",NB,E3B 9A4,6,1,3,2,English,237280,1
Region 1 - Moncton,District scolaire francophone Sud,2014244,Garderie chez Kri Kri,Full-time Centre,"14 Dominique Rue, Grande-Digue",NB,E4R 0B9,20,0,15,5,French,236905,1
Region 2 - Saint John,Anglophone South School District,2014313,KINGS VALLEY EARLY EDUCATION CENTRE II,Part-time Centre,"332 Hampton Road, Quispamsis",NB,E2E 4S9,60,0,37,60,English,236738,1
Region 1 - Moncton,District scolaire francophone Sud,2014360,Garderie Power Play Daycare,Part-time Centre,"257 des Erables Rue, Dieppe",NB,E1A 9B1,49,0,0,49,French,236791,0
Region 3 - Fredericton,Anglophone West School District,2014470,Get Active Kids,Part-time Centre,"180 Main Street, Fredericton",NB,E3A 1C8,60,0,0,60,English,236859,0
Region 4 - Bathurst,District scolaire francophone Sud,2014604,Les Voyageurs,Part-time Centre,"300 Beaverbrook Road, Miramichi",NB,E1V 1A1,47,0,0,47,French,236667,0
Region 1 - Moncton,Anglophone East School District,2014605,Annette's Early Childhood Care And Development Centre,Home,"28 Christopher Crescent, Moncton",NB,E1G 0A5,6,1,4,1,English,237366,1
Region 1 - Moncton,Anglophone East School District,2014609,Hands On Learning Center Moncton Preschool,Full-time Centre,"2181 Mountain Road, Moncton",NB,E1G 1B6,39,9,30,5,English,236628,1
Region 1 - Moncton,Anglophone East School District,2014624,Building Futures Early Learning Child Care Center,Full-time Centre,"178 Albert Street, Moncton",NB,E1C 1B2,60,27,33,0,English,237367,1
Region 1 - Moncton,Anglophone East School District,2014627,Building Futures Afterschool Adventure,Full-time Centre,"178 Albert Street, Moncton",NB,E1C 1B2,49,0,30,15,English,237367,1
Region 3 - Fredericton,Anglophone West School District,2014640,NBMFRC Casual Child Care Program,Full-time Centre,"45 St Lawrence Avenue, Oromocto",NB,E2V 4J5,28,6,22,0,English,236646,1
Region 1 - Moncton,Anglophone East School District,2014718,Sunny Smiles Childcare Center Inc.,Full-time Centre,"382 Harold Rue, Dieppe",NB,E1A 1Z1,46,0,29,17,English,193154,1
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2014736,Garderie du Domaine Inc.,Full-time Centre,"100 Fraser Avenue, Edmundston",NB,E3V 1Z8,56,12,44,0,French,236941,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2014748,Garderie Dragon Day Care,Part-time Centre,"105 Notre Dame Rue, Atholville",NB,E3N 4T1,60,0,0,60,French,237324,0
Region 3 - Fredericton,Anglophone West School District,2014755,Serious Fun Infant and Toddler,Full-time Centre,"96 New Maryland Highway, New Maryland",NB,E3C 1H6,22,12,10,0,English,236903,1
Region 3 - Fredericton,Anglophone West School District,2014814,The Preschool Centre on Main St 3,Part-time Centre,"115 Main Street, Fredericton",NB,E3A 1C6,24,0,0,24,English,96210,0
Region 1 - Moncton,District scolaire francophone Sud,2014821,Centre Éducatif Méli Mélo,Home,"210 STE-Therese Rue, Dieppe",NB,E1A 1T3,9,0,0,9,French,237368,0
Region 3 - Fredericton,Anglophone West School District,2014855,Crilley Connections Child Care,Full-time Centre,"281 Restigouche Road, Oromocto",NB,E2V 2H2,60,9,25,26,English,236828,1
Region 1 - Moncton,Anglophone East School District,2014904,SportsDome Academy 2,Full-time Centre,"125 Russ Howard Drive, Moncton",NB,E1C 0L7,60,0,20,40,English,236743,1
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2014947,Garderie les p'tits amis de Amy,Home,"7 Harry Rue, DSL de Grand-Sault/Falls",NB,E3Z 0A4,6,1,4,1,French,237520,1
Region 4 - Bathurst,Anglophone North School District,2014961,Garderie Tic Tac Toe Daycare Inc. (2),Part-time Centre,"357 Grey Street, Dalhousie",NB,E8C 1W6,60,0,0,60,English,236790,0
Region 3 - Fredericton,Anglophone West School District,2014962,Forever Young Home Childcare Centre,Home,"175 Diamond Street, Fredericton",NB,E3G 7T9,6,2,3,1,English,237371,1
Region 3 - Fredericton,Anglophone West School District,2014976,Go-Go Preschool & After School Hanwell,Full-time Centre,"1717 640 Route, Hanwell",NB,E3C 2B9,50,0,20,34,English,237166,1
Region 1 - Moncton,District scolaire francophone Sud,2014984,Garderie Myrabel,Home,"5418 134 Route, Cocagne",NB,E4R 3P1,6,2,3,1,French,237202,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2015015,Halte de l'Étincelle,Part-time Centre,"70 De L'Église Rue, Sainte-Marie-Saint-Raphaël",NB,E8T 1N8,21,0,0,21,French,237463,0
Region 3 - Fredericton,Anglophone West School District,2015019,Evergreen Acres Childcare,Home,"15 Debbie Lane, Richibucto Road",NB,E3A 6T6,6,2,3,1,English,237203,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2015025,Garderie Tourbillon de Soleil Inc.,Full-time Centre,"464 Des Pionniers Avenue, Balmoral",NB,E8E 1E2,51,3,18,30,French,236760,1
Region 3 - Fredericton,Anglophone West School District,2015032,Fredericton Christian Academy Early Childhood Learning Centre,Full-time Centre,"778 MacLaren Avenue, Fredericton",NB,E3A 3L7,20,0,20,0,English,192810,1
Region 3 - Fredericton,Anglophone West School District,2015033,Fredericton Christian Academy Children's Centre,Part-time Centre,"778 MacLaren Avenue, Fredericton",NB,E3A 3L7,60,0,10,60,English,192810,0
Region 2 - Saint John,Anglophone South School District,2015076,YMCA - St. George - ASP,Part-time Centre,"118 Brunswick Street, St George",NB,E5C 1A9,17,0,0,17,English,202715,0
Region 1 - Moncton,Anglophone East School District,2015092,Riverview Riddles and Rhymes Childcare,Full-time Centre,"567 Coverdale Road, Riverview",NB,E1B 3K7,60,6,54,0,English,237204,1
Region 1 - Moncton,Anglophone East School District,2015093,Riverview Youth Connection,Full-time Centre,"567 Coverdale Road, Riverview",NB,E1B 3K7,60,0,12,48,English,237204,0
Region 1 - Moncton,Anglophone East School District,2015094,Youth Discovery Center,Part-time Centre,"150 Trites Road, Riverview",NB,E1B 3L9,45,0,0,45,English,237204,0
Region 4 - Bathurst,District scolaire francophone Nord-Est,2015168,École de la Petite Enfance,Full-time Centre,"4138 Principale Rue, Tracadie-Sheila",NB,E1X 1B8,52,0,52,0,French,237373,1
Region 2 - Saint John,Anglophone South School District,2015190,WADDLE IN DAYCARE,Full-time Centre,"1022 845 Route, Kingston",NB,E5N 1K4,23,3,20,10,English,237072,1
Region 1 - Moncton,District scolaire francophone Sud,2015202,Nos Petits Camarades,Full-time Centre,"386 Amirault Rue, Dieppe",NB,E1A 1G3,30,0,30,0,French,236782,1
Region 3 - Fredericton,District scolaire francophone Sud,2015222,Chez Gisèle,Home,"144 Goodine Street, Fredericton",NB,E3B 9H5,6,2,3,1,French,237374,0
Region 1 - Moncton,District scolaire francophone Sud,2015336,Garderie la Mélodie (2014) Inc.,Full-time Centre,"309 Fox-Creek Chemin, Dieppe",NB,E1A 7M5,39,0,24,15,French,236812,1
Region 1 - Moncton,District scolaire francophone Sud,2015338,Garderie La Mélodie 2 (2014),Full-time Centre,"345 Bras-D'Or Avenue, Dieppe",NB,E1A 2B6,49,6,29,14,French,236812,1
Region 1 - Moncton,District scolaire francophone Sud,2015373,Garderie au P'tit Caroussel,Home,"76 Mathias Rue, Dieppe",NB,E1A 9H6,6,2,3,1,French,237206,1
Region 1 - Moncton,District scolaire francophone Sud,2015400,Club ABC,Part-time Centre,"83 Drummond Street, Moncton",NB,E1A 2Z2,15,0,0,15,French,245477,0
Region 1 - Moncton,District scolaire francophone Sud,2015401,Centre éducatif le platinum (2015) inc.,Full-time Centre,"355 Amirault Rue, Dieppe",NB,E1A 1G1,60,0,25,40,French,236701,1
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2015423,Garderie centre éducatif les petits pas,Full-time Centre,"9 Violette Rue, Saint-Quentin",NB,E8A 2B7,60,12,48,0,French,236702,1
Region 1 - Moncton,Anglophone East School District,2015575,Kingswood Academy 4,Part-time Centre,"1530 Ryan Street, Moncton",NB,E1G 2V3,60,0,0,60,English,237320,0
Region 1 - Moncton,Anglophone East School District,2015578,Kingswood Academy 3,Full-time Centre,"1535 Ryan Street, Moncton",NB,E1G 2V4,50,9,41,0,English,237320,1
Region 1 - Moncton,Anglophone East School District,2015579,Kingswood Academy 5,Full-time Centre,"1535 Ryan Street, Moncton",NB,E1G 2V4,52,0,52,15,English,237320,1
Region 1 - Moncton,District scolaire francophone Sud,2015624,Garderie les P'tits Cœurs Daycare groupe 2,Full-time Centre,"275 Amirault Rue, Dieppe",NB,E1A 1G1,60,0,44,22,French,236703,1
Region 1 - Moncton,District scolaire francophone Sud,2015625,Garderie les P'tits Cœurs Daycare,Full-time Centre,"275 Amirault Rue, Dieppe",NB,E1A 1G1,45,9,36,0,French,236703,1
Region 2 - Saint John,Anglophone South School District,2015635,ORIGINS NLC 635,Full-time Centre,"4 Landing Court, Quispamsis",NB,E2E 4R2,60,24,36,0,English,236706,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2015647,Garderie chez Ginette,Home,"1741 315 Route, Dunlop",NB,E8K 2K7,6,2,1,3,French,237127,1
Region 3 - Fredericton,Anglophone West School District,2015665,Go-Go After School Nashwaaksis,Part-time Centre,"104 Edgewood Drive, Fredericton",NB,E3A 1T3,60,0,0,60,English,237166,0
Region 1 - Moncton,District scolaire francophone Sud,2015685,Garderie des P'tits Marins 2,Full-time Centre,"12 Job Chemin, Grand-Barachois",NB,E4P 7P7,30,8,22,0,French,236808,1
Region 2 - Saint John,Anglophone South School District,2015712,ORIGINS NLC 712,Full-time Centre,"4 Landing Court, Quispamsis",NB,E2E 4R2,60,0,60,0,English,236706,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2015725,Halte scolaire Les Amis de la Passerelle,Part-time Centre,"5067 160 Route, Pont-Landry",NB,E1X 2V5,30,0,0,30,French,237467,0
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2015734,Garderie au coin des petits,Full-time Centre,"3 Notre Dame Rue, Kedgwick",NB,E8B 1H2,27,0,17,17,French,237468,1
Region 3 - Fredericton,Anglophone West School District,2015756,Totally Kids Daycare,Full-time Centre,"136 Main Street, Hartland",NB,E7P 2M5,40,0,25,15,English,236925,1
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2015781,Garderie la petite famille,Full-time Centre,"2366 Commerciale Rue, Saint-François-de-Madawaska",NB,E7A 1B6,36,0,20,16,French,237469,1
Region 1 - Moncton,District scolaire francophone Sud,2015788,Garderie chez Isa,Home,"50 Surette Rue, Dieppe",NB,E1A 8H7,6,2,3,1,French,237361,1
Region 1 - Moncton,District scolaire francophone Sud,2015812,Garderie Chez Nadi,Home,"55 Madawaska Promenade, Dieppe",NB,E1A 5C8,6,2,3,1,French,237360,1
Region 3 - Fredericton,Anglophone West School District,2015870,Go-Go After School High Point Plaza,Part-time Centre,"283 New Maryland Highway, New Maryland",NB,E3C 2H3,45,0,0,45,English,237166,0
Region 1 - Moncton,District scolaire francophone Sud,2015886,Garderie la Marelle Daycare,Full-time Centre,"1060 Melanson Chemin, Dieppe",NB,E1A 7P2,46,0,33,0,French,237378,1
Region 1 - Moncton,District scolaire francophone Sud,2015888,Centre éducatif la Marelle Educational Center,Full-time Centre,"1060 Melanson Chemin, Dieppe",NB,E1A 7P2,60,0,17,43,French,237378,0
Region 1 - Moncton,District scolaire francophone Sud,2015890,Garderie la Coccinelle,Home,"50 Gilbert-Finn Rue, Dieppe",NB,E1A 8L4,6,2,1,3,French,237380,1
Region 3 - Fredericton,Anglophone West School District,2015891,Dragonfly Daycare and Afterschool Club,Home,"25 Libra Lane, Hanwell",NB,E3C 1M9,6,2,3,1,English,237470,1
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2015893,Garderie chez Julie,Home,"7692 17 Route, Kedgwick",NB,E8B 1W5,6,2,3,1,French,237286,1
Region 1 - Moncton,Anglophone East School District,2015906,Wee College Hildegard Campus 1,Full-time Centre,"31 Hildegard Drive, Moncton",NB,E1G 2G5,34,9,25,0,English,236880,1
Region 4 - Bathurst,Anglophone North School District,2015921,Garderie Chateau Magique 2015,Full-time Centre,"40 Robin Rue, Néguac",NB,E9G 0B1,58,6,24,28,English,236842,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2015932,Garderie Polichinelle,Full-time Centre,"87 Arran Street, Campbellton",NB,E3N 1L5,24,3,9,12,French,96001,1
Region 1 - Moncton,District scolaire francophone Sud,2015958,Garderie chez Sylvie,Home,"366 Beaumont Rue, Dieppe",NB,E1A 1A8,6,2,3,1,French,237287,1
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2015978,Garderie chez Nini,Home,"6395 17 Route, Saint-Quentin",NB,E8A 2J8,6,1,3,2,French,237383,1
Region 3 - Fredericton,Anglophone West School District,2015983,Afterschool Skiddle Club,Part-time Centre,"116 Connell Park Road, Woodstock",NB,E7M 1M4,30,0,0,30,English,237098,0
Region 3 - Fredericton,Anglophone West School District,2015987,Katie Bee's Children's Center II,Full-time Centre,"18 616 Route, Keswick Ridge",NB,E6L 1R6,45,0,15,45,English,236748,1
Region 3 - Fredericton,Anglophone West School District,2015994,Mrs. Sandra's,Home,"24 Birchwood Crescent, New Maryland",NB,E3C 1C9,9,0,0,9,English,237212,0
Region 4 - Bathurst,District scolaire francophone Nord-Est,2016074,Halte scolaire À petit pas dans mon école,Part-time Centre,"1341 Robertville Chemin, Robertville",NB,E8K 2V9,45,0,0,45,French,236693,0
Region 3 - Fredericton,District scolaire francophone Sud,2016075,Garderie Les Hiboux,Full-time Centre,"160 Eco Terra Drive, Fredericton",NB,E3A 9M1,60,0,0,60,French,236814,0
Region 3 - Fredericton,District scolaire francophone Sud,2016076,Garderie Les Hirondelles,Full-time Centre,"160 Eco Terra Drive, Fredericton",NB,E3A 9M1,60,0,30,30,French,236814,1
Region 3 - Fredericton,District scolaire francophone Sud,2016077,Garderie Les Lumignons,Part-time Centre,"160 Eco Terra Drive, Fredericton",NB,E3A 9M1,60,0,0,60,French,236814,0
Region 3 - Fredericton,District scolaire francophone Sud,2016078,Garderie Les Perroquets,Full-time Centre,"160 Eco Terra Drive, Fredericton",NB,E3A 9M1,60,0,60,0,French,236814,1
Region 3 - Fredericton,District scolaire francophone Sud,2016079,Garderie Les P'tits Poussins,Full-time Centre,"160 Eco Terra Drive, Fredericton",NB,E3A 9M1,39,18,30,0,French,236814,1
Region 3 - Fredericton,Anglophone West School District,2016086,Go-Go After School Two Nations Crossing,Part-time Centre,"80 Two Nations Crossing, Fredericton",NB,E3A 0H2,58,0,0,58,English,237166,0
Region 2 - Saint John,Anglophone South School District,2016102,YMCA - Regional - Infant and Toddler,Full-time Centre,"191 Churchill Boulevard, Saint John",NB,E2K 3E2,37,9,28,0,English,202715,1
Region 1 - Moncton,District scolaire francophone Sud,2016107,Garderie des P'tits Marins 3,Part-time Centre,"12 Job Chemin, Grand-Barachois",NB,E4P 7P7,45,0,0,45,French,236808,0
Region 2 - Saint John,Anglophone South School District,2016108,GO-GO AFTER SCHOOL-HAMPTON ELEMENTARY SCHOOL,Part-time Centre,"82 School Street, Hampton",NB,E5N 6B2,30,0,0,30,English,237166,0
Region 1 - Moncton,District scolaire francophone Sud,2016119,Apres-classe Montessori Dieppe After School,Full-time Centre,"3-299 Champlain Rue, Dieppe",NB,E1A 1P2,59,0,17,42,French,236991,1
Region 1 - Moncton,Anglophone East School District,2016120,Wee College Hildegard Campus 2,Full-time Centre,"31 Hildegard Drive, Moncton",NB,E1G 2G5,42,0,42,0,English,236880,1
Region 1 - Moncton,Anglophone East School District,2016123,Wee College Bessborough 1,Part-time Centre,"110 Athlone Avenue, Moncton",NB,E1E 1S5,58,0,0,58,English,202811,0
Region 3 - Fredericton,Anglophone West School District,2016140,Sunny Days Family Centre Afterschool Program,Part-time Centre,"520 Brookside Drive, Fredericton",NB,E3A 8V2,38,0,0,38,English,236655,0
Region 3 - Fredericton,Anglophone West School District,2016190,Runts N' Rascals,Full-time Centre,"429 New Maryland Highway, New Maryland",NB,E3C 2H6,59,9,26,24,English,237013,1
Region 2 - Saint John,Anglophone South School District,2016195,KID ZONE 3,Part-time Centre,"187 Pettingill Road, Quispamsis",NB,E2E 3S8,55,0,0,55,English,96058,0
Region 1 - Moncton,District scolaire francophone Sud,2016314,Garderie des P'tits Mollusques 2,Part-time Centre,"26 du Parc Rue, Bouctouche",NB,E4S 3C5,34,0,0,34,French,235183,0
Region 3 - Fredericton,District scolaire francophone Sud,2016320,Garderie Les Lucioles,Part-time Centre,"160 Eco Terra Drive, Fredericton",NB,E3A 9M1,60,0,0,60,French,236814,0
Region 2 - Saint John,Anglophone South School District,2016344,RIVER VALLEY PRESCHOOL & DAYCARE,Full-time Centre,"24 Epworth Park Road, Grand Bay-Westfield",NB,E5K 1W3,30,0,30,15,English,237385,1
Region 2 - Saint John,Anglophone South School District,2016349,GRAND BAY AFTER SCHOOL 1,Part-time Centre,"27 Inglewood Drive, Grand Bay-Westfield",NB,E5K 2E1,47,0,0,47,English,237385,0
Region 2 - Saint John,Anglophone South School District,2016365,WESTFIELD AFTER SCHOOL  1,Part-time Centre,"147 Nerepis Road, Grand Bay-Westfield",NB,E5K 2Z5,30,0,0,30,English,237385,0
Region 2 - Saint John,Anglophone South School District,2016400,YMCA - North Hub - PreK,Part-time Centre,"538 Sandy Point Road, Saint John",NB,E2K 3S2,18,0,18,0,English,202715,1
Region 3 - Fredericton,Anglophone West School District,2016472,Happy Faces Home Childcare,Home,"282 Rainsford Lane, Fredericton",NB,E3B 7T2,6,2,3,1,English,237386,1
