Region,District,License-Number,Facility-Name,Facility-Type,Facility-Address-1,Facility-Address-2,Facility-Address-3,Max-Number-of-Children,Max-Number-of-Infants,Max-Number-of-Preschool-Aged-Children,Max-Number-of-School-Age-Children,Language-of-Service,Operator-Id,Designated-Facility
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2024045,Nature Ludique - CAHM,Full-time Centre,"41 Des Érables Avenue, Clair",NB,E7A 2C5,30,0,0,30,French,236850,0
Region 1 - Moncton,Anglophone East School District,2023067,Wee Thrive Beginners,Full-time Centre,"260 MacNaughton Avenue, Moncton",NB,E1H 2J8,55,30,25,0,English,357293,1
Region 1 - Moncton,Anglophone East School District,2023068,Wee Thrive Preschool,Full-time Centre,"260 MacNaughton Avenue, Moncton",NB,E1H 2J8,41,6,35,0,English,357293,1
Region 1 - Moncton,Anglophone East School District,2023069,Wee Thrive Early Learners,Full-time Centre,"260 MacNaughton Avenue, Moncton",NB,E1H 2J8,43,6,37,0,English,357293,1
Region 3 - Fredericton,Anglophone West School District,2024090,Cuffman Street Afterschool Program,Part-time Centre,"125 Cuffman Street, Fredericton",NB,E3A 4W4,30,0,0,30,English,96210,0
Region 2 - Saint John,Anglophone South School District,2024091,Kid Zone Hammond River,Part-time Centre,"1759 860 Route, Hampton",NB,E5N 8H1,22,0,0,22,English,96058,0
Region 2 - Saint John,Anglophone South School District,2024008,Megan's Munchkins,Part-time Centre,"1141 Route 776 Route, Grand Manan",NB,E5G 4E9,9,0,9,9,English,237291,0
Region 4 - Bathurst,District scolaire francophone Nord-Est,2024013,Halte Scolaire Le Domaine,Part-time Centre,"636 Principale Rue, Petit-Rocher",NB,E8J 1T7,30,0,0,30,French,236979,0
Region 2 - Saint John,Anglophone South School District,2024081,The Woods 081,Part-time Centre,"193 Pettingill Road, Quispamsis",NB,E2E 4R2,30,0,0,30,English,261880,0
Region 2 - Saint John,Anglophone South School District,2024080,YMCA of South Western NB Glenn Carpenter Centre,Part-time Centre,"487 Woodward Avenue, Saint John",NB,E2K 4N1,45,0,0,45,English,202715,0
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2024010,Garderie Câlins,Home,"71 46ième Avenue, Edmundston",NB,E3V 3B4,6,1,4,1,French,375321,1
Region 3 - Fredericton,Anglophone West School District,2023105,Go-Go After School Silverwood 2,Part-time Centre,"2385 Woodstock Road, Fredericton",NB,E3C 1P6,40,0,0,40,English,237166,0
Region 4 - Bathurst,District scolaire francophone Nord-Est,2017835,Les Amis de la Grandview Inc.,Full-time Centre,"850 Grandview Street, Bathurst",NB,E2A 3R7,44,6,23,15,French,236845,1
Region 3 - Fredericton,Anglophone West School District,2024105,Sunshine Smile Daycare,Home,"254 Willingdon Street, Fredericton",NB,E3B 3A5,6,1,4,1,English,393648,1
Region 1 - Moncton,District scolaire francophone Sud,2024030,Club Le Marais 2,Part-time Centre,"1620 Dieppe Boulevard, Dieppe",NB,E1A 8P5,15,0,0,15,French,237049,0
Region 1 - Moncton,Anglophone East School District,2024006,World of Wonders Early Learning Center,Full-time Centre,"22 Church Street, Moncton",NB,E1C 0P7,56,12,44,0,English,373608,1
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2024111,Centre de Soins et d'Éducation Marika Inc.,Full-time Centre,"98 Tobique Chemin, Grand-Sault/Grand Falls",NB,E3Y 1B9,55,9,31,15,French,395601,1
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2024112,La Petite École Marika,Part-time Centre,"1365 Tobique Chemin, Drummond",NB,E3Y 2P4,18,0,18,0,French,395601,1
Region 4 - Bathurst,District scolaire francophone Nord-Ouest,2024113,Les Petits Coeurs Marika,Part-time Centre,"689 Éverard H. Daigle Boulevard, Grand-Sault/Grand Falls",NB,E3Z 3C5,20,0,20,0,French,395601,1
Region 2 - Saint John,Anglophone South School District,2024019,Origins at the Park 1,Full-time Centre,"903 Foster Thurston Drive, Saint John",NB,E2K 5J4,53,12,41,0,English,387552,1
Region 1 - Moncton,District scolaire francophone Sud,2024098,Garderie chez Walid,Home,"207 Churchill Street, Moncton",NB,E1C 7J8,6,2,3,1,French,392247,1
Region 2 - Saint John,Anglophone South School District,2024128,Precious Little Ones Daycare,Full-time Centre,"97 Vincent Road, Quispamsis",NB,E2E 1S9,35,0,12,23,English,398103,1
Region 2 - Saint John,Anglophone South School District,2024129,Precious Little Ones After School Program,Part-time Centre,"97 Vincent Road, Quispamsis",NB,E2E 1S9,30,0,0,30,English,398103,0
Region 3 - Fredericton,Anglophone West School District,2024106,Go Go Afterschool Oromocto 2,Part-time Centre,"66 Miramichi Road, Oromocto",NB,E2V 1S2,30,0,0,30,English,237166,0
Region 3 - Fredericton,Anglophone West School District,2019570,Brighter Horizons Preschool & Afterschool Centre,Full-time Centre,"497 Pleasant Drive, Minto",NB,E4B 2T4,30,0,15,15,English,243568,1
Region 3 - Fredericton,Anglophone West School District,2022009,Beautiful Beginnings Early Learning and Childcare Centre,Full-time Centre,"10 Civic Court, Chipman",NB,E4A 2H9,55,5,40,10,English,243568,1
Region 3 - Fredericton,Anglophone West School District,2024107,Mabie's Babies,Home,"102 Cross Road, Temperance Vale",NB,E6G 2E3,6,2,3,1,English,394805,1
Region 1 - Moncton,Anglophone East School District,2024127,Free to be me!,Home,"43 Woodworth Street, Lower Coverdale",NB,E1J 1L5,6,1,3,1,English,397928,1
Region 1 - Moncton,District scolaire francophone Sud,2024047,Institut Apprenti-sage 1,Full-time Centre,"40 HENRI DUNANT Street, Moncton",NB,E1E 1E5,50,0,50,0,French,383254,0
Region 2 - Saint John,Anglophone South School District,2024109,Giggle & Grow Homecare,Home,"1002 Mollins Drive, Saint John",NB,E2M 4L8,6,0,5,1,English,395274,1
Region 4 - Bathurst,District scolaire francophone Nord-Est,2024068,Garderie Ici On Grandit 1,Full-time Centre,"65 LaPlante Rue, Petit-Rocher",NB,E8J 1H4,29,6,23,0,French,371480,1
Region 1 - Moncton,District scolaire francophone Sud,2024082,La Garderie des Petits Pêcheurs 4,Part-time Centre,"5654 Rte 15 Road, Shemogue",NB,E4N 2P5,30,0,0,30,French,238516,0
Region 3 - Fredericton,Anglophone West School District,2024116,Busy Beavers Daycare,Home,"23 Darren Street, Beaver Dam",NB,E3B 8B6,6,2,3,1,English,396187,1
Region 2 - Saint John,Anglophone South School District,2024124,Mama's Village Daycare,Home,"29 Cannon Road, Quispamsis",NB,E2E 3W3,0,0,0,0,English,397297,1
